name,description,category,value,type,state,max_attempts,flags,tags,hints,type_data
Email Leak,"Perform an unwanted information disclosure by accessing data cross-domain. (Difficulty Level: 5)",Sensitive Data Exposure,1000,standard,visible,0,dc09eb2b8517008ab65730f7355443a7f4bc8326,,"Try to find and attack an endpoint that responds with user information. SQL Injection is not the solution here.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/sensitive-data-exposure.html#_perform_an_unwanted_information_disclosure_by_accessing_data_cross_domain",
Empty User Registration,"Register a user with an empty email and password. (Difficulty Level: 2)",Improper Input Validation,250,standard,visible,0,e58f8a9612c60985360e904b027535262c52f9dc,,"Consider intercepting and playing with the request payload.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/improper-input-validation.html#_register_a_user_account_with_an_empty_email_and_password",
Ephemeral Accountant,"Log in with the (non-existing) accountant <i>acc0unt4nt@juice-sh.op</i> without ever registering that user. (Difficulty Level: 4)",Injection,700,standard,visible,0,9b65e390a97a9a39d0d597ab89a77179b0a7cac4,,"Try to create the needed user ""out of thin air"".,https://pwning.owasp-juice.shop/companion-guide/latest/part2/injection.html#_log_in_with_the_non_existing_accountant_without_ever_registering_that_user",
Error Handling,"Provoke an error that is neither very gracefully nor consistently handled. (Difficulty Level: 1)",Security Misconfiguration,100,standard,visible,0,9c297196ecf8890bc1e900fcf3aebae8c9f9880a,"Prerequisite","Try to submit bad input to forms. Alternatively tamper with URL paths or parameters.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/security-misconfiguration.html#_provoke_an_error_that_is_neither_very_gracefully_nor_consistently_handled",
Expired Coupon,"Successfully redeem an expired campaign coupon code. (Difficulty Level: 4)",Improper Input Validation,700,standard,visible,0,12703f16a02e150ef92de329ce57539e53c6aac7,,"Try to identify past special event or holiday campaigns of the shop first.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/improper-input-validation.html#_successfully_redeem_an_expired_campaign_coupon_code",
Extra Language,"Retrieve the language file that never made it into production. (Difficulty Level: 5)",Broken Anti Automation,1000,standard,visible,0,9bb1be0fc245910b356fdac4e78e315d58d810af,"Brute Force","Brute force is not the only option for this challenge٬ but a perfectly viable one.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-anti-automation.html#_retrieve_the_language_file_that_never_made_it_into_production",
Five-Star Feedback,"Get rid of all 5-star customer feedback. (Difficulty Level: 2)",Broken Access Control,250,standard,visible,0,78231b75c0b2180b7e964dcbb1ab3c3f58639f2e,,"Once you found admin section of the application٬ this challenge is almost trivial.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-access-control.html#_get_rid_of_all_5_star_customer_feedback",
Forged Coupon,"Forge a coupon code that gives you a discount of at least 80%. (Difficulty Level: 6)",Cryptographic Issues,1350,standard,visible,0,10e04eb4104bd61f5fafc77c844d4d70b3f33f08,"Good for Demos,Code Analysis","Try either a) a knowledgeable brute force attack or b) reverse engineering or c) some research in the cloud.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/cryptographic-issues.html#_forge_a_coupon_code_that_gives_you_a_discount_of_at_least_80",
Forged Feedback,"Post some feedback in another user's name. (Difficulty Level: 3)",Broken Access Control,450,standard,visible,0,b3245d86c5b5a6e10a1319aebced515c1763b754,"Tutorial","You can solve this by tampering with the user interface or by intercepting the communication with the RESTful backend.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-access-control.html#_post_some_feedback_in_another_users_name",
Forged Review,"Post a product review as another user or edit any user's existing review. (Difficulty Level: 3)",Broken Access Control,450,standard,visible,0,2d542917ab9cd27314b53b9c85f956af461a550d,,"Observe the flow of product review posting and editing and see if you can exploit it.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-access-control.html#_post_a_product_review_as_another_user_or_edit_any_users_existing_review,<pre><code>module.exports = function productReviews () {
  return (req: Request٬ res: Response٬ next: NextFunction) => {
    const user = security.authenticatedUsers.from(req)
    db.reviews.update(
      { _id: req.body.id }٬
      { $set: { message: req.body.message } }٬
      { multi: true }
    ).then(
      (result: { modified: number٬ original: Array<{ author: any }> }) => {
        res.json(result)
      }٬ (err: unknown) => {
        res.status(500).json(err)
      })
  }
}</code></pre>",
Forged Signed JWT,"Forge an almost properly RSA-signed JWT token that impersonates the (non-existing) user <i>rsa_lord@juice-sh.op</i>. (Difficulty Level: 6)",Vulnerable Components,1350,standard,visible,0,b333748beae429d9459da79ef6b1c4ba492f69e9,,"This challenge is explicitly not about acquiring the RSA private key used for JWT signing.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/vulnerable-components.html#_forge_an_almost_properly_rsa_signed_jwt_token",
Forgotten Developer Backup,"Access a developer's forgotten backup file. (Difficulty Level: 4)",Sensitive Data Exposure,700,standard,visible,0,dad737329153068527159005db4eb139e86e76ba,"Contraption,Good for Demos,Prerequisite","You need to trick a security mechanism into thinking that the file you want has a valid file type.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/sensitive-data-exposure.html#_access_a_developers_forgotten_backup_file",
Forgotten Sales Backup,"Access a salesman's forgotten backup file. (Difficulty Level: 4)",Sensitive Data Exposure,700,standard,visible,0,9854fa972c745fa0e8a55f0687528b1f483856b1,"Contraption","You need to trick a security mechanism into thinking that the file you want has a valid file type.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/sensitive-data-exposure.html#_access_a_salesmans_forgotten_backup_file",
Frontend Typosquatting,"<a href=""/#/contact"">Inform the shop</a> about a <i>typosquatting</i> imposter that dug itself deep into the frontend. (Mention the exact name of the culprit) (Difficulty Level: 5)",Vulnerable Components,1000,standard,visible,0,5d88f4080ce3baa81f32621d3a3440c8c718a302,,"This challenge has nothing to do with mistyping web domains. There is no conveniently misplaced file helping you with this one either. Or is there?,https://pwning.owasp-juice.shop/companion-guide/latest/part2/vulnerable-components.html#_inform_the_shop_about_a_typosquatting_imposter_that_dug_itself_deep_into_the_frontend",
GDPR Data Erasure,"Log in with Chris' erased user account. (Difficulty Level: 3)",Broken Authentication,450,standard,visible,0,22ed55ea33b596ba50c67235264769e28d5272b3,,"Turns out that something is technically and legally wrong with the implementation of the ""right to be forgotten"" for users.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-authentication.html#_log_in_with_chris_erased_user_account",
GDPR Data Theft,"Steal someone else's personal data without using Injection. (Difficulty Level: 4)",Sensitive Data Exposure,700,standard,visible,0,4e606bcbc4a3ddb154a1e296cba3dca34889a5be,,"Trick the regular Data Export to give you more than actually belongs to you.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/sensitive-data-exposure.html#_steal_someone_elses_personal_data_without_using_injection",
HTTP-Header XSS,"Perform a <i>persisted</i> XSS attack with <code>&lt;iframe src=""javascript:alert(`xss`)""&gt;</code> through an HTTP header. <em>(This challenge is <strong>not available</strong> on Heroku!)</em> (Difficulty Level: 4)",XSS,700,standard,visible,0,c37da14686b69a220fd9febd09bb9593e7d0539f,"Danger Zone","Finding a piece of displayed information that could originate from an HTTP header is part of this challenge.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/xss.html#_perform_a_persisted_xss_attack_through_an_http_header",
Imaginary Challenge,"Solve challenge #999. Unfortunately, this challenge does not exist. (Difficulty Level: 6)",Cryptographic Issues,1350,standard,visible,0,3eb1eb054dc55a13772007ac980ca5bf310ee773,"Shenanigans,Code Analysis","You need to trick the hacking progress persistence feature into thinking you solved challenge #999.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/cryptographic-issues.html#_solve_challenge_999",
Leaked Access Logs,"Dumpster dive the Internet for a leaked password and log in to the original user account it belongs to. (Creating a new account with the same password does not qualify as a solution.) (Difficulty Level: 5)",Sensitive Data Exposure,1000,standard,visible,0,0d81e34249c9ae82ba80693a26b4e2bdb1f764f0,"OSINT","Once you have it٬ a technique called ""Password Spraying"" might prove useful.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/sensitive-data-exposure.html#_dumpster_dive_the_internet_for_a_leaked_password_and_log_in_to_the_original_user_account_it_belongs_to",
Leaked Unsafe Product,"Identify an unsafe product that was removed from the shop and <a href=""/#/contact"">inform the shop</a> which ingredients are dangerous. (Difficulty Level: 4)",Sensitive Data Exposure,700,standard,visible,0,19ebb3402eb75df18d076bd6a15ed1521d36e306,"Shenanigans,OSINT","Your own SQLi and someone else's Ctrl-V will be your accomplices in this challenge!,https://pwning.owasp-juice.shop/companion-guide/latest/part2/sensitive-data-exposure.html#_identify_an_unsafe_product_that_was_removed_from_the_shop_and_inform_the_shop_which_ingredients_are_dangerous",
Legacy Typosquatting,"<a href=""/#/contact"">Inform the shop</a> about a <i>typosquatting</i> trick it has been a victim of at least in <code>v6.2.0-SNAPSHOT</code>. (Mention the exact name of the culprit) (Difficulty Level: 4)",Vulnerable Components,700,standard,visible,0,b01a1ae56491c0c3d6b8d6e0264d099bda573758,,"This challenge has nothing to do with mistyping web domains. Investigate the forgotten developer's backup file instead.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/vulnerable-components.html#_inform_the_shop_about_a_typosquatting_trick_it_has_been_a_victim_of",
Login Admin,"Log in with the administrator's user account. (Difficulty Level: 2)",Injection,250,standard,visible,0,690fa3247a99d651e0b26f947baf0b79b4f404a9,"Tutorial,Good for Demos","Try different SQL Injection attack patterns depending whether you know the admin's email address or not.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/injection.html#_log_in_with_the_administrators_user_account,<pre><code>module.exports = function login () {
  function afterLogin (user: { data: User٬ bid: number }٬ res: Response٬ next: NextFunction) {
    BasketModel.findOrCreate({ where: { UserId: user.data.id } })
      .then(([basket]: [BasketModel٬ boolean]) => {
        const token = security.authorize(user)
        user.bid = basket.id // keep track of original basket
        security.authenticatedUsers.put(token٬ user)
        res.json({ authentication: { token٬ bid: basket.id٬ umail: user.data.email } })
      }).catch((error: Error) => {
        next(error)
      })
  }

  return (req: Request٬ res: Response٬ next: NextFunction) => {
    models.sequelize.query(`SELECT * FROM Users WHERE email = '${req.body.email || ''}' AND password = '${security.hash(req.body.password || '')}' AND deletedAt IS NULL`٬ { model: UserModel٬ plain: true })
      .then((authenticatedUser: { data: User }) => {
        const user = utils.queryResultToJson(authenticatedUser)
        if (user.data?.id && user.data.totpSecret !== '') {
          res.status(401).json({
            status: 'totp_token_required'٬
            data: {
              tmpToken: security.authorize({
                userId: user.data.id٬
                type: 'password_valid_needs_second_factor_token'
              })
            }
          })
        } else if (user.data?.id) {
          afterLogin(user٬ res٬ next)
        } else {
          res.status(401).send(res.__('Invalid email or password.'))
        }
      }).catch((error: Error) => {
        next(error)
      })
  }</code></pre>",
Login Amy,"Log in with Amy's original user credentials. (This could take 93.83 billion trillion trillion centuries to brute force, but luckily she did not read the ""One Important Final Note"") (Difficulty Level: 3)",Sensitive Data Exposure,450,standard,visible,0,5444962659bf8d72f6322530b18d6b9123fbaeec,"OSINT","This challenge will make you go after a needle in a haystack.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/sensitive-data-exposure.html#_log_in_with_amys_original_user_credentials",
Login Bender,"Log in with Bender's user account. (Difficulty Level: 3)",Injection,450,standard,visible,0,5ff5052e879e6fef64124e64c82c84ebc809c6c4,"Tutorial","If you know Bender's email address٬ try SQL Injection. Bender's password hash might not help you very much.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/injection.html#_log_in_with_benders_user_account,<pre><code>module.exports = function login () {
  function afterLogin (user: { data: User٬ bid: number }٬ res: Response٬ next: NextFunction) {
    BasketModel.findOrCreate({ where: { UserId: user.data.id } })
      .then(([basket]: [BasketModel٬ boolean]) => {
        const token = security.authorize(user)
        user.bid = basket.id // keep track of original basket
        security.authenticatedUsers.put(token٬ user)
        res.json({ authentication: { token٬ bid: basket.id٬ umail: user.data.email } })
      }).catch((error: Error) => {
        next(error)
      })
  }

  return (req: Request٬ res: Response٬ next: NextFunction) => {
    models.sequelize.query(`SELECT * FROM Users WHERE email = '${req.body.email || ''}' AND password = '${security.hash(req.body.password || '')}' AND deletedAt IS NULL`٬ { model: UserModel٬ plain: true })
      .then((authenticatedUser: { data: User }) => {
        const user = utils.queryResultToJson(authenticatedUser)
        if (user.data?.id && user.data.totpSecret !== '') {
          res.status(401).json({
            status: 'totp_token_required'٬
            data: {
              tmpToken: security.authorize({
                userId: user.data.id٬
                type: 'password_valid_needs_second_factor_token'
              })
            }
          })
        } else if (user.data?.id) {
          afterLogin(user٬ res٬ next)
        } else {
          res.status(401).send(res.__('Invalid email or password.'))
        }
      }).catch((error: Error) => {
        next(error)
      })
  }</code></pre>",
Login Bjoern,"Log in with Bjoern's Gmail account <i>without</i> previously changing his password, applying SQL Injection, or hacking his Google account. (Difficulty Level: 4)",Broken Authentication,700,standard,visible,0,5fb1dbd45670d209e1c48ed59222c2bca732d354,"Code Analysis","The security flaw behind this challenge is 100% OWASP Juice Shop's fault and 0% Google's.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-authentication.html#_log_in_with_bjoerns_gmail_account",
Login Jim,"Log in with Jim's user account. (Difficulty Level: 3)",Injection,450,standard,visible,0,de0806c1e34a5783b4b1672fa4eed440a9912378,"Tutorial","Try cracking Jim's password hash if you harvested it already. Alternatively٬ if you know Jim's email address٬ try SQL Injection.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/injection.html#_log_in_with_jims_user_account,<pre><code>module.exports = function login () {
  function afterLogin (user: { data: User٬ bid: number }٬ res: Response٬ next: NextFunction) {
    BasketModel.findOrCreate({ where: { UserId: user.data.id } })
      .then(([basket]: [BasketModel٬ boolean]) => {
        const token = security.authorize(user)
        user.bid = basket.id // keep track of original basket
        security.authenticatedUsers.put(token٬ user)
        res.json({ authentication: { token٬ bid: basket.id٬ umail: user.data.email } })
      }).catch((error: Error) => {
        next(error)
      })
  }

  return (req: Request٬ res: Response٬ next: NextFunction) => {
    models.sequelize.query(`SELECT * FROM Users WHERE email = '${req.body.email || ''}' AND password = '${security.hash(req.body.password || '')}' AND deletedAt IS NULL`٬ { model: UserModel٬ plain: true })
      .then((authenticatedUser: { data: User }) => {
        const user = utils.queryResultToJson(authenticatedUser)
        if (user.data?.id && user.data.totpSecret !== '') {
          res.status(401).json({
            status: 'totp_token_required'٬
            data: {
              tmpToken: security.authorize({
                userId: user.data.id٬
                type: 'password_valid_needs_second_factor_token'
              })
            }
          })
        } else if (user.data?.id) {
          afterLogin(user٬ res٬ next)
        } else {
          res.status(401).send(res.__('Invalid email or password.'))
        }
      }).catch((error: Error) => {
        next(error)
      })
  }</code></pre>",
Login MC SafeSearch,"Log in with MC SafeSearch's original user credentials without applying SQL Injection or any other bypass. (Difficulty Level: 2)",Sensitive Data Exposure,250,standard,visible,0,bb105418e73708ceccf1a7b2491f434b8f5230e4,"Shenanigans,OSINT","You should listen to MC's hit song ""Protect Ya Passwordz"".,https://pwning.owasp-juice.shop/companion-guide/latest/part2/sensitive-data-exposure.html#_log_in_with_mc_safesearchs_original_user_credentials",
Login Support Team,"Log in with the support team's original user credentials without applying SQL Injection or any other bypass. (Difficulty Level: 6)",Security Misconfiguration,1350,standard,visible,0,86c8986dff834112ed790d7d53dadb46e9dca210,"Brute Force,Code Analysis","The underlying flaw of this challenge is a lot more human error than technical weakness.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/security-misconfiguration.html#_log_in_with_the_support_teams_original_user_credentials",
Manipulate Basket,"Put an additional product into another user's shopping basket. (Difficulty Level: 3)",Broken Access Control,450,standard,visible,0,8f4e92556e5cafa24316d3fbb482384f66a0619d,,"Have an eye on the HTTP traffic while placing products in the shopping basket. Changing the quantity of products already in the basket doesn't count.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-access-control.html#_put_an_additional_product_into_another_users_shopping_basket",
Misplaced Signature File,"Access a misplaced <a href=""https://github.com/Neo23x0/sigma"">SIEM signature</a> file. (Difficulty Level: 4)",Sensitive Data Exposure,700,standard,visible,0,b9263160f81d18dc69161db7ffb8a2d622bf1755,"Good Practice,Contraption","You need to trick a security mechanism into thinking that the file you want has a valid file type.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/sensitive-data-exposure.html#_access_a_misplaced_siem_signature_file",
Multiple Likes,"Like any review at least three times as the same user. (Difficulty Level: 6)",Broken Anti Automation,1350,standard,visible,0,ec7840f71a70dac3908a7ab0f8c5b58eb986e892,,"Punctuality is the politeness of kings.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-anti-automation.html#_like_any_review_at_least_three_times_as_the_same_user",
Nested Easter Egg,"Apply some advanced cryptanalysis to find <i>the real</i> easter egg. (Difficulty Level: 4)",Cryptographic Issues,700,standard,visible,0,9237a0d67e49ba39ab0d85d4caecb5808806f4bb,"Shenanigans,Good for Demos","You might have to peel through several layers of tough-as-nails encryption for this challenge.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/cryptographic-issues.html#_apply_some_advanced_cryptanalysis_to_find_the_real_easter_egg",
NoSQL DoS,"Let the server sleep for some time. (It has done more than enough hard work for you) <em>(This challenge is <strong>not available</strong> on Heroku!)</em> (Difficulty Level: 4)",Injection,700,standard,visible,0,6322a4a6cad7b7ab96fa868a706aaa11932b918e,"Danger Zone","This challenge is essentially a stripped-down Denial of Service (DoS) attack.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/injection.html#_let_the_server_sleep_for_some_time",
NoSQL Exfiltration,"All your orders are belong to us! Even the ones which don't. <em>(This challenge is <strong>not available</strong> on Heroku!)</em> (Difficulty Level: 5)",Injection,1000,standard,visible,0,e606cff6a6a895ea073e4aeb71a42eebf63a25d1,"Danger Zone","Take a close look on how the $where query operator works in MongoDB.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/injection.html#_all_your_orders_are_belong_to_us",
NoSQL Manipulation,"Update multiple product reviews at the same time. (Difficulty Level: 4)",Injection,700,standard,visible,0,8388280c9e656fe7aa45e8920e36c5bfcbfa3519,,"Take a close look on how the equivalent of UPDATE-statements in MongoDB work.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/injection.html#_update_multiple_product_reviews_at_the_same_time,<pre><code>module.exports = function productReviews () {
  return (req: Request٬ res: Response٬ next: NextFunction) => {
    const user = security.authenticatedUsers.from(req)
    db.reviews.update(
      { _id: req.body.id }٬
      { $set: { message: req.body.message } }٬
      { multi: true }
    ).then(
      (result: { modified: number٬ original: Array<{ author: any }> }) => {
        res.json(result)
      }٬ (err: unknown) => {
        res.status(500).json(err)
      })
  }
}</code></pre>",
Outdated Allowlist,"Let us redirect you to one of our crypto currency addresses which are not promoted any longer. (Difficulty Level: 1)",Unvalidated Redirects,100,standard,visible,0,1ad816c82e078df250e618cba7893093115f4521,"Code Analysis","We might have failed to take this out of our code properly.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/unvalidated-redirects.html#_let_us_redirect_you_to_one_of_our_crypto_currency_addresses,<pre><code>export const redirectAllowlist = new Set([
  'https://github.com/juice-shop/juice-shop'٬
  'https://blockchain.info/address/1AbKfgvw9psQ41NbLi8kufDQTezwG8DRZm'٬
  'https://explorer.dash.org/address/Xr556RzuwX6hg5EGpkybbv5RanJoZN17kW'٬
  'https://etherscan.io/address/0x0f933ab9fcaaa782d0279c300d73750e1311eae6'٬
  'http://shop.spreadshirt.com/juiceshop'٬
  'http://shop.spreadshirt.de/juiceshop'٬
  'https://www.stickeryou.com/products/owasp-juice-shop/794'٬
  'http://leanpub.com/juice-shop'
])

export const isRedirectAllowed = (url: string) => {
  let allowed = false
  for (const allowedUrl of redirectAllowlist) {
    allowed = allowed || url.includes(allowedUrl)
  }
  return allowed
}</code></pre>",
Password Strength,"Log in with the administrator's user credentials without previously changing them or applying SQL Injection. (Difficulty Level: 2)",Broken Authentication,250,standard,visible,0,ff4aebffe31b0ffdea9bdd0207a16a3c01ac6c56,"Brute Force,Tutorial","This one should be equally easy to a) brute force٬ b) crack the password hash or c) simply guess.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-authentication.html#_log_in_with_the_administrators_user_credentials_without_previously_changing_them_or_applying_sql_injection,<pre><code>User.init(
      password: {
        type: DataTypes.STRING٬
        set (clearTextPassword) {
          this.setDataValue('password'٬ security.hash(clearTextPassword))
        }
      }٬</code></pre>",
Payback Time,"Place an order that makes you rich. (Difficulty Level: 3)",Improper Input Validation,450,standard,visible,0,bccfc69b31482f1eaa399e6ded3cce938b9fc219,,"You literally need to make the shop owe you any amount of money.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/improper-input-validation.html#_place_an_order_that_makes_you_rich",
Premium Paywall,"<i class=""far fa-gem""></i><i class=""far fa-gem""></i><i class=""far fa-gem""></i><i class=""far fa-gem""></i><i class=""far fa-gem""></i><!--IvLuRfBJYlmStf9XfL6ckJFngyd9LfV1JaaN/KRTPQPidTuJ7FR+D/nkWJUF+0xUF07CeCeqYfxq+OJVVa0gNbqgYkUNvn//UbE7e95C+6e+7GtdpqJ8mqm4WcPvUGIUxmGLTTAC2+G9UuFCD1DUjg==--> <a href=""https://blockchain.info/address/1AbKfgvw9psQ41NbLi8kufDQTezwG8DRZm"" target=""_blank""><i class=""fab fa-btc fa-sm""></i> Unlock Premium Challenge</a> to access exclusive content. (Difficulty Level: 6)",Cryptographic Issues,1350,standard,visible,0,41db0b8dbceb01d9737fceb888a1f24ddd8f1dff,"Shenanigans","You do not have to pay anything to unlock this challenge! Nonetheless٬ donations are very much appreciated.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/cryptographic-issues.html#_unlock_premium_challenge_to_access_exclusive_content",
Privacy Policy,"Read our privacy policy. (Difficulty Level: 1)",Miscellaneous,100,standard,visible,0,13083493dec15380f7319596e5e2bc67437ce5c4,"Good Practice,Tutorial,Good for Demos","We won't even ask you to confirm that you did. Just read it. Please. Pretty please.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/miscellaneous.html#_read_our_privacy_policy",
Privacy Policy Inspection,"Prove that you actually read our privacy policy. (Difficulty Level: 3)",Security through Obscurity,450,standard,visible,0,2c4ad2aa82f89b4aefcb6d305d329005b5ebbe61,"Shenanigans,Good for Demos","Only by visiting a special URL you can confirm that you read it carefully.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/security-through-obscurity.html#_prove_that_you_actually_read_our_privacy_policy",
Product Tampering,"Change the <code>href</code> of the link within the <a href=""/#/search?q=OWASP SSL Advanced Forensic Tool (O-Saft)"">OWASP SSL Advanced Forensic Tool (O-Saft)</a> product description into <i>https://owasp.slack.com</i>. (Difficulty Level: 3)",Broken Access Control,450,standard,visible,0,7513f97578391e85282583fd084bc3a649f1d25f,,"Look for one of the following: a) broken admin functionality٬ b) holes in RESTful API or c) possibility for SQL Injection.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/broken-access-control.html#_change_the_href_of_the_link_within_the_o_saft_product_description,<pre><code>/** Authorization **/
  /* Baskets: Unauthorized users are not allowed to access baskets */
  app.use('/rest/basket'٬ security.isAuthorized()٬ security.appendUserId())
  /* BasketItems: API only accessible for authenticated users */
  app.use('/api/BasketItems'٬ security.isAuthorized())
  app.use('/api/BasketItems/:id'٬ security.isAuthorized())
  /* Feedbacks: GET allowed for feedback carousel٬ POST allowed in order to provide feedback without being logged in */
  app.use('/api/Feedbacks/:id'٬ security.isAuthorized())
  /* Users: Only POST is allowed in order to register a new user */
  app.get('/api/Users'٬ security.isAuthorized())
  app.route('/api/Users/:id')
    .get(security.isAuthorized())
    .put(security.denyAll())
    .delete(security.denyAll())
  /* Products: Only GET is allowed in order to view products */
  app.post('/api/Products'٬ security.isAuthorized())
  // app.put('/api/Products/:id'٬ security.isAuthorized())
  app.delete('/api/Products/:id'٬ security.denyAll())
  /* Challenges: GET list of challenges allowed. Everything else forbidden entirely */
  app.post('/api/Challenges'٬ security.denyAll())
  app.use('/api/Challenges/:id'٬ security.denyAll())
  /* Complaints: POST and GET allowed when logged in only */
  app.get('/api/Complaints'٬ security.isAuthorized())
  app.post('/api/Complaints'٬ security.isAuthorized())
  app.use('/api/Complaints/:id'٬ security.denyAll())
  /* Recycles: POST and GET allowed when logged in only */
  app.get('/api/Recycles'٬ recycles.blockRecycleItems())
  app.post('/api/Recycles'٬ security.isAuthorized())
  /* Challenge evaluation before finale takes over */
  app.get('/api/Recycles/:id'٬ recycles.getRecycleItem())
  app.put('/api/Recycles/:id'٬ security.denyAll())
  app.delete('/api/Recycles/:id'٬ security.denyAll())
  /* SecurityQuestions: Only GET list of questions allowed. */
  app.post('/api/SecurityQuestions'٬ security.denyAll())
  app.use('/api/SecurityQuestions/:id'٬ security.denyAll())
  /* SecurityAnswers: Only POST of answer allowed. */
  app.get('/api/SecurityAnswers'٬ security.denyAll())
  app.use('/api/SecurityAnswers/:id'٬ security.denyAll())
  /* REST API */
  app.use('/rest/user/authentication-details'٬ security.isAuthorized())
  app.use('/rest/basket/:id'٬ security.isAuthorized())
  app.use('/rest/basket/:id/order'٬ security.isAuthorized())
  app.post('/api/Users'٬ verify.emptyUserRegistration())
  /* Unauthorized users are not allowed to access B2B API */
  app.use('/b2b/v2'٬ security.isAuthorized())
  /* Check if the quantity is available in stock and limit per user not exceeded٬ then add item to basket */
  app.put('/api/BasketItems/:id'٬ security.appendUserId()٬ basketItems.quantityCheckBeforeBasketItemUpdate())
  app.post('/api/BasketItems'٬ security.appendUserId()٬ basketItems.quantityCheckBeforeBasketItemAddition()٬ basketItems.addBasketItem())
  /* Accounting users are allowed to check and update quantities */
  app.delete('/api/Quantitys/:id'٬ security.denyAll())
  app.post('/api/Quantitys'٬ security.denyAll())
  app.use('/api/Quantitys/:id'٬ security.isAccounting()٬ ipfilter(['123.456.789']٬ { mode: 'allow' }))
  /* Feedbacks: Do not allow changes of existing feedback */
  app.put('/api/Feedbacks/:id'٬ security.denyAll())
  /* PrivacyRequests: Only allowed for authenticated users */
  app.use('/api/PrivacyRequests'٬ security.isAuthorized())
  app.use('/api/PrivacyRequests/:id'٬ security.isAuthorized())
  /* PaymentMethodRequests: Only allowed for authenticated users */
  app.post('/api/Cards'٬ security.appendUserId())
  app.get('/api/Cards'٬ security.appendUserId()٬ payment.getPaymentMethods())
  app.put('/api/Cards/:id'٬ security.denyAll())
  app.delete('/api/Cards/:id'٬ security.appendUserId()٬ payment.delPaymentMethodById())
  app.get('/api/Cards/:id'٬ security.appendUserId()٬ payment.getPaymentMethodById())
  /* PrivacyRequests: Only POST allowed for authenticated users */
  app.post('/api/PrivacyRequests'٬ security.isAuthorized())
  app.get('/api/PrivacyRequests'٬ security.denyAll())
  app.use('/api/PrivacyRequests/:id'٬ security.denyAll())

  app.post('/api/Addresss'٬ security.appendUserId())
  app.get('/api/Addresss'٬ security.appendUserId()٬ address.getAddress())
  app.put('/api/Addresss/:id'٬ security.appendUserId())
  app.delete('/api/Addresss/:id'٬ security.appendUserId()٬ address.delAddressById())
  app.get('/api/Addresss/:id'٬ security.appendUserId()٬ address.getAddressById())
  app.get('/api/Deliverys'٬ delivery.getDeliveryMethods())
  app.get('/api/Deliverys/:id'٬ delivery.getDeliveryMethod())</code></pre>",
Reflected XSS,"Perform a <i>reflected</i> XSS attack with <code>&lt;iframe src=""javascript:alert(`xss`)""&gt;</code>. <em>(This challenge is <strong>not available</strong> on Heroku!)</em> (Difficulty Level: 2)",XSS,250,standard,visible,0,305021787d3e9cd9cebc057a021c2504550bb3b6,"Danger Zone,Good for Demos","Look for a url parameter where its value appears in the page it is leading to.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/xss.html#_perform_a_reflected_xss_attack",
Repetitive Registration,"Follow the DRY principle while registering a user. (Difficulty Level: 1)",Improper Input Validation,100,standard,visible,0,38327ed39639fb9ced76c9800f991bd8206ee144,,"You can solve this by cleverly interacting with the UI or bypassing it altogether.,https://pwning.owasp-juice.shop/companion-guide/latest/part2/improper-input-validation.html#_follow_the_dry_principle_while_registering_a_user",
